Initialized in 0.000016 s
Acceleration calculated in 0.002425 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002233 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002466 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002176 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002323 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002196 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002808 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002380 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002271 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002320 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002348 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002370 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002294 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002431 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002139 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002528 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002141 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002481 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002162 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002355 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002333 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002310 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002276 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002269 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002327 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002333 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002371 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002162 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002556 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002124 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002507 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002315 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002359 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002293 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002329 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002264 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002299 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002276 s
Solution calculated in 0.000055 s
Acceleration calculated in 0.002340 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002339 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002278 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002348 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002168 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002448 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002107 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002488 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002151 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002370 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002270 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002351 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002290 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002328 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002234 s
Solution calculated in 0.000042 s
Acceleration calculated in 0.002389 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002302 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002266 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002340 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002210 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002408 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002149 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002545 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002158 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002379 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002148 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002461 s
Solution calculated in 0.000030 s
Acceleration calculated in 0.002281 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002336 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002232 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002312 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002351 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002282 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002331 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002191 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002360 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002186 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002563 s
Solution calculated in 0.000034 s
Problem solved in 0.236564 s, 0.002366 per timestep with 1000 particles
Output written in 0.008743 s
Program finished in 0.245708 s. Exiting...
30	0.245710
Initialized in 0.000018 s
Input read in 0.000353 s
Threads setup in 0.000090 s
Acceleration calculated in 0.002984 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002477 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002159 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002418 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002159 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002477 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002199 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002332 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002201 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002347 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002393 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002284 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002212 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002296 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002207 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002455 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002327 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002239 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002303 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002195 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002462 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002319 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002397 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002129 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002391 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002288 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002394 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002177 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002343 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002175 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002457 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002270 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002284 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002258 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002262 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002346 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002315 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002343 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002228 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002368 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002296 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002453 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002265 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002371 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002211 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002472 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002184 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002328 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002255 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002318 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002494 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002305 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002348 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002233 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002381 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002390 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002418 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002278 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002344 s
Solution calculated in 0.000037 s
Acceleration calculated in 0.002229 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002374 s
Solution calculated in 0.000041 s
Acceleration calculated in 0.002735 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002250 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002370 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002208 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002441 s
Solution calculated in 0.000054 s
Acceleration calculated in 0.002281 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002405 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002140 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002370 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002257 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002421 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002210 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002306 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002200 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002407 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002332 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002273 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002260 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002263 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002398 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002370 s
Solution calculated in 0.000052 s
Acceleration calculated in 0.002311 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002203 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002368 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002251 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002387 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002130 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002370 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002152 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002527 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002187 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002344 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002212 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002298 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002307 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002305 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002315 s
Solution calculated in 0.000034 s
Acceleration calculated in 0.002279 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002220 s
Solution calculated in 0.000035 s
Problem solved in 0.235520 s, 0.002355 per timestep with 1000 particles
Output written in 0.003566 s
Program finished in 0.239590 s. Exiting...
31	0.239592
Initialized in 0.000018 s
Input read in 0.000366 s
Threads setup in 0.000092 s
Acceleration calculated in 0.003951 s
Solution calculated in 0.000035 s
Acceleration calculated in 0.002056 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.003330 s
Solution calculated in 0.000036 s
Acceleration calculated in 0.002542 s
Solution calculated in 0.000033 s
Acceleration calculated in 0.002658 s
Solution calculated in 0.000032 s
Acceleration calculated in 0.002552 s
Solution calculated in 0.000037 s
Acceleration calculated in 0.002059 s
